,home_team,home_score,away_team,away_score,day_of_week,month,day_of_month,year,time,attendance,stadium,a_href
0,Everton FC,2,Aston Villa,1,Saturday,February,1,2014,15:00,39469,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Stoke City,2,Manchester United,1,Saturday,February,1,2014,15:00,26547,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Cardiff City,2,Norwich City,1,Saturday,February,1,2014,15:00,26748,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Fulham FC,0,Southampton FC,3,Saturday,February,1,2014,15:00,25700,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Hull City,1,Tottenham Hotspur,1,Saturday,February,1,2014,15:00,24932,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,West Bromwich Albion,1,Liverpool FC,1,Sunday,February,2,2014,13:30,26132,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Arsenal FC,2,Crystal Palace,0,Sunday,February,2,2014,16:00,60005,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Manchester City,0,Chelsea FC,1,Monday,February,3,2014,20:00,47364,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Liverpool FC,5,Arsenal FC,1,Saturday,February,8,2014,12:45,44701,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Aston Villa,0,West Ham United,2,Saturday,February,8,2014,15:00,36261,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Chelsea FC,3,Newcastle United,0,Saturday,February,8,2014,15:00,41387,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Crystal Palace,3,West Bromwich Albion,1,Saturday,February,8,2014,15:00,24501,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Norwich City,0,Manchester City,0,Saturday,February,8,2014,15:00,26832,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Southampton FC,2,Stoke City,2,Saturday,February,8,2014,15:00,27987,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Sunderland AFC,0,Hull City,2,Saturday,February,8,2014,15:00,42810,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Swansea City,3,Cardiff City,0,Saturday,February,8,2014,17:30,20402,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Tottenham Hotspur,1,Everton FC,0,Sunday,February,9,2014,13:30,35944,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Manchester United,2,Fulham FC,2,Sunday,February,9,2014,16:00,74966,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Cardiff City,0,Aston Villa,0,Tuesday,February,11,2014,19:45,27597,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,West Ham United,2,Norwich City,0,Tuesday,February,11,2014,19:45,35153,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Hull City,0,Southampton FC,1,Tuesday,February,11,2014,19:45,23670,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,West Bromwich Albion,1,Chelsea FC,1,Tuesday,February,11,2014,20:00,24327,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Arsenal FC,0,Manchester United,0,Wednesday,February,12,2014,19:45,60021,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Newcastle United,0,Tottenham Hotspur,4,Wednesday,February,12,2014,19:45,48264,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Fulham FC,2,Liverpool FC,3,Wednesday,February,12,2014,20:00,25375,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Stoke City,1,Swansea City,1,Wednesday,February,12,2014,20:00,24822,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Everton FC,2,Crystal Palace,3,Wednesday,April,16,2014,19:45,39333,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Manchester City,2,Sunderland AFC,2,Wednesday,April,16,2014,19:45,47046,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Chelsea FC,1,Everton FC,0,Saturday,February,22,2014,12:45,41580,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Arsenal FC,4,Sunderland AFC,1,Saturday,February,22,2014,15:00,60012,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Cardiff City,0,Hull City,4,Saturday,February,22,2014,15:00,26167,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Manchester City,1,Stoke City,0,Saturday,February,22,2014,15:00,47038,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,West Bromwich Albion,1,Fulham FC,1,Saturday,February,22,2014,15:00,25782,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,West Ham United,3,Southampton FC,1,Saturday,February,22,2014,15:00,33148,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Crystal Palace,0,Manchester United,2,Saturday,February,22,2014,17:30,24571,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Liverpool FC,4,Swansea City,3,Sunday,February,23,2014,13:30,44731,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Newcastle United,1,Aston Villa,0,Sunday,February,23,2014,13:30,50417,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Norwich City,1,Tottenham Hotspur,0,Sunday,February,23,2014,16:00,26834,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Stoke City,1,Arsenal FC,0,Saturday,March,1,2014,15:00,26711,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Fulham FC,1,Chelsea FC,3,Saturday,March,1,2014,15:00,24577,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Hull City,1,Newcastle United,4,Saturday,March,1,2014,15:00,24903,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Everton FC,1,West Ham United,0,Saturday,March,1,2014,15:00,38286,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Southampton FC,0,Liverpool FC,3,Saturday,March,1,2014,17:30,31659,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Tottenham Hotspur,1,Cardiff City,0,Sunday,March,2,2014,16:30,35512,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Swansea City,1,Crystal Palace,1,Sunday,March,2,2014,16:30,20240,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Aston Villa,4,Norwich City,1,Sunday,March,2,2014,16:30,30303,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Manchester United,0,Manchester City,3,Tuesday,March,25,2014,19:45,75203,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Sunderland AFC,2,West Bromwich Albion,0,Wednesday,May,7,2014,19:45,45181,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,West Bromwich Albion,0,Manchester United,3,Saturday,March,8,2014,12:45,26184,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Cardiff City,3,Fulham FC,1,Saturday,March,8,2014,15:00,26796,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Crystal Palace,0,Southampton FC,1,Saturday,March,8,2014,15:00,25073,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Norwich City,1,Stoke City,1,Saturday,March,8,2014,15:00,26646,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Chelsea FC,4,Tottenham Hotspur,0,Saturday,March,8,2014,17:30,41598,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Arsenal FC,2,Swansea City,2,Tuesday,March,25,2014,19:45,59937,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Newcastle United,0,Everton FC,3,Tuesday,March,25,2014,19:45,47622,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,West Ham United,2,Hull City,1,Wednesday,March,26,2014,19:45,31033,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Liverpool FC,2,Sunderland AFC,1,Wednesday,March,26,2014,20:00,44524,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester City,4,Aston Villa,0,Wednesday,May,7,2014,19:45,47023,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Hull City,0,Manchester City,2,Saturday,March,15,2014,12:45,24895,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Everton FC,2,Cardiff City,1,Saturday,March,15,2014,15:00,38018,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Sunderland AFC,0,Crystal Palace,0,Saturday,March,15,2014,15:00,43636,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Fulham FC,1,Newcastle United,0,Saturday,March,15,2014,15:00,25664,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Southampton FC,4,Norwich City,2,Saturday,March,15,2014,15:00,29828,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Swansea City,1,West Bromwich Albion,2,Saturday,March,15,2014,15:00,20703,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Stoke City,3,West Ham United,1,Saturday,March,15,2014,15:00,27015,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Aston Villa,1,Chelsea FC,0,Saturday,March,15,2014,17:30,40084,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Manchester United,0,Liverpool FC,3,Sunday,March,16,2014,13:30,75225,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Tottenham Hotspur,0,Arsenal FC,1,Sunday,March,16,2014,16:00,35711,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Chelsea FC,6,Arsenal FC,0,Saturday,March,22,2014,12:45,41614,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Cardiff City,3,Liverpool FC,6,Saturday,March,22,2014,15:00,28018,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Everton FC,3,Swansea City,2,Saturday,March,22,2014,15:00,36260,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Hull City,2,West Bromwich Albion,0,Saturday,March,22,2014,15:00,23486,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Manchester City,5,Fulham FC,0,Saturday,March,22,2014,15:00,47262,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Newcastle United,1,Crystal Palace,0,Saturday,March,22,2014,15:00,51588,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Norwich City,2,Sunderland AFC,0,Saturday,March,22,2014,15:00,26654,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,West Ham United,0,Manchester United,2,Saturday,March,22,2014,17:30,34237,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Tottenham Hotspur,3,Southampton FC,2,Sunday,March,23,2014,13:30,35460,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Aston Villa,1,Stoke City,4,Sunday,March,23,2014,16:00,30292,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Manchester United,4,Aston Villa,1,Saturday,March,29,2014,12:45,75368,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,West Bromwich Albion,3,Cardiff City,3,Saturday,March,29,2014,15:00,25661,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Crystal Palace,1,Chelsea FC,0,Saturday,March,29,2014,15:00,25166,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Stoke City,1,Hull City,0,Saturday,March,29,2014,15:00,27029,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Southampton FC,4,Newcastle United,0,Saturday,March,29,2014,15:00,31360,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Swansea City,3,Norwich City,0,Saturday,March,29,2014,15:00,20371,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Arsenal FC,1,Manchester City,1,Saturday,March,29,2014,17:30,60060,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Fulham FC,1,Everton FC,3,Sunday,March,30,2014,13:30,25454,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Liverpool FC,4,Tottenham Hotspur,0,Sunday,March,30,2014,16:00,44762,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Sunderland AFC,1,West Ham United,2,Monday,March,31,2014,20:00,37396,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Manchester City,4,Southampton FC,1,Saturday,April,5,2014,12:45,47009,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Aston Villa,1,Fulham FC,2,Saturday,April,5,2014,15:00,33532,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Cardiff City,0,Crystal Palace,3,Saturday,April,5,2014,15:00,27687,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Hull City,1,Swansea City,0,Saturday,April,5,2014,15:00,22744,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Newcastle United,0,Manchester United,4,Saturday,April,5,2014,15:00,52081,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Norwich City,0,West Bromwich Albion,1,Saturday,April,5,2014,15:00,26859,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Chelsea FC,3,Stoke City,0,Saturday,April,5,2014,17:30,41168,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Everton FC,3,Arsenal FC,0,Sunday,April,6,2014,13:30,39504,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,West Ham United,1,Liverpool FC,2,Sunday,April,6,2014,16:00,34977,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
